date,hour,price_lear,price_p10,price_p90,n_windows,mlp_used,fm_used,fm_raw_price,timestamp,days_ahead
2026-04-04,17,146.41419804287887,115.04314926009013,198.952128191421,5,True,True,152.64691162109375,2026-04-04 15:00:00+00:00,8
2026-04-04,18,143.9469693065023,128.0992732048191,163.8099688566055,5,True,True,153.991943359375,2026-04-04 16:00:00+00:00,8
2026-04-04,19,146.63316743901896,129.67680511852058,184.57968267832018,5,True,True,147.3196258544922,2026-04-04 17:00:00+00:00,8
2026-04-04,20,132.84946528141603,127.36375901115895,146.19802796101965,5,True,True,141.37734985351562,2026-04-04 18:00:00+00:00,8
2026-04-04,21,129.97975462257799,117.34136293009423,138.35694956368258,5,True,True,137.12307739257812,2026-04-04 19:00:00+00:00,8
2026-04-04,22,128.24355125683675,120.0419165248813,159.50537143104015,5,True,True,132.67892456054688,2026-04-04 20:00:00+00:00,8
2026-04-04,23,122.37919033375591,111.15249413105511,139.11775209823685,5,True,True,131.21653747558594,2026-04-04 21:00:00+00:00,8
2026-04-05,0,131.61017012456887,121.40311037705247,144.81156253300918,5,True,True,131.6200714111328,2026-04-04 22:00:00+00:00,9
2026-04-05,1,132.15761691207908,134.94410531190047,159.93077365824044,5,True,True,129.3992919921875,2026-04-04 23:00:00+00:00,9
2026-04-05,2,130.60165746722708,116.36316932388468,135.32698270534698,5,True,True,128.30882263183594,2026-04-05 00:00:00+00:00,9
2026-04-05,3,129.7543782023933,113.23588714902318,138.50645687200458,5,True,True,129.355712890625,2026-04-05 01:00:00+00:00,9
2026-04-05,4,126.08121334999389,112.18932131610163,142.63639335756199,5,True,True,133.80653381347656,2026-04-05 02:00:00+00:00,9
2026-04-05,5,131.98402498627883,125.04204104244903,151.12320578137266,5,True,True,136.81573486328125,2026-04-05 03:00:00+00:00,9
2026-04-05,6,135.3309390169369,129.8522470051536,167.9596782195152,5,True,True,135.93638610839844,2026-04-05 04:00:00+00:00,9
2026-04-05,7,136.94821099254068,117.9845830455203,135.86720662268124,5,True,True,129.01339721679688,2026-04-05 05:00:00+00:00,9
2026-04-05,8,131.726413433785,115.53658163538316,142.58952615118213,5,True,True,115.12923431396484,2026-04-05 06:00:00+00:00,9
2026-04-05,9,122.03881302195684,102.39692153438989,136.44384818615285,5,True,True,89.67373657226562,2026-04-05 07:00:00+00:00,9
2026-04-05,10,108.09606820623065,92.25678476926437,135.9521003453163,5,True,True,51.218326568603516,2026-04-05 08:00:00+00:00,9
2026-04-05,11,90.2536930652627,76.37050428505542,135.5723177802847,5,True,True,29.736526489257812,2026-04-05 09:00:00+00:00,9
2026-04-05,12,76.56000653782044,57.75318147619956,129.8257190098267,5,True,True,23.684814453125,2026-04-05 10:00:00+00:00,9
2026-04-05,13,79.49355600265483,88.00505898488893,118.86999381330853,5,True,True,46.618896484375,2026-04-05 11:00:00+00:00,9
2026-04-05,14,86.87470173541469,79.26528150299316,147.0616573209046,5,True,True,87.609375,2026-04-05 12:00:00+00:00,9
